Users: 100
Movies: 10000
Cast members: 42666
Popularities|Titles:
14.772|Three Colors: White 
14.77|Final Destination 6 
14.77|Your Ticket Is No Longer Valid 
14.77|La Belle Noiseuse 
14.769|The Guardian Brothers 
14.764|Pandorum 
14.763|Death Wish II 
14.76|HILL 
14.76|Stalked by Her Past 
14.76|Rooming With Danger 
14.76|El sonido de la muerte 
14.76|The painter 
14.76|Revolución 
14.76|Daughters of the Sun 
14.759|Jesus 
14.758|55 Steps 
14.756|Gold 
14.753|The Pagemaster 
14.752|Puella Magi Madoka Magica the Movie Part III: Rebellion 
14.751|The Color of Money 
14.751|Raise the Red Lantern 
14.75|The Last King of Scotland 
14.749|Seven Days War 
14.749|The Girl in the Fog 
14.749|Dreamgirls 
14.745|Lake Placid: Legacy 
14.743|My Super Ex-Girlfriend 
14.742|Minamata 
14.739|Anchorman 2: The Legend Continues 
14.738|Sommersby 
14.737|Assassin 33 A.D. 
14.735|Promiscuity, the Street Kids of Katia 
14.735|Pleasantville 
14.734|Don't Knock Twice 
14.734|Into the Night 
14.733|Bloodthirsty 
14.733|New York Minute 
14.732|Bruised 
14.732|Downhill 
14.73|Camera Buff 
14.729|A Most Wanted Man 
14.729|A Midsummer Night's Dream 
14.727|The Peeping 
14.726|A Hidden Life 
14.726|Wild Strawberries 
14.723|El día de los albañiles 2 
14.717|Mufasa: The Lion King 
14.713|Two Weeks Notice 
14.711|Reindeer Games 
14.708|The Labyrinth of Grisaia 
14.708|A Chinese Odyssey Part One: Pandora's Box 
14.707|Deadly Illusions 
14.707|The Twelve Tasks of Asterix 
14.706|A Werewolf Boy 
14.706|The Fighter 
14.705|Entergalactic 
14.705|Tokyo Story 
14.703|Above Suspicion 
14.703|My Awkward Sexual Adventure 
14.702|Just a Breath Away 
14.702|Best of the Best 
14.701|Everly 
14.7|Every Breath You Take 
14.7|The Vanishing 
14.697|The Closet 
14.695|School Dance 
14.694|A Perfect Ending 
14.691|The Immigrant 
14.691|Zombie Flesh Eaters 
14.685|Muppets from Space 
14.685|Out of Time 
14.683|Joseph and Mary 
14.683|Felon 
14.682|Diana 
14.681|The Package 
14.68|Guilty of Romance 
14.68|Tom and Jerry: A Nutcracker Tale 
14.68|Winnie the Pooh: Springtime with Roo 
14.677|Confessions of a Teenage Drama Queen 
14.676|London 
14.675|Wrongfully Accused 
14.675|Belle de Jour 
14.674|S. Darko 
14.67|Addicted to Love 
14.668|My Bloody Valentine 
14.667|Burn After Reading 
14.665|Dogville 
14.664|Zoo 
14.662|The Visual Effects of 'Scary Movie 4' 
14.662|Steel Rain 
14.66|Welcome Home 
14.66|Antiporno 
14.659|The Stepfather 
14.659|DragonHeart: A New Beginning 
14.657|Tres lancheros muy picudos 
14.657|The Stranger 
14.656|Bandidas 
14.653|Proud Mary 
14.653|Suspiria 
14.652|The Debt Collector 
14.652|Song of the Assassins 
14.649|Love, Chunibyo & Other Delusions! Rikka Version 
14.649|Battle of the Year 
14.647|Lady Chatterley's Lover 
14.647|Jack Frost 
14.646|Chocolate 
14.646|Streets of Fire 
14.645|How to Fix the World 
14.642|Unconditional 
14.641|Dear David 
14.641|A California Christmas 
14.641|Diego Maradona 
14.64|Initial D 
14.639|The Forest of Love 
14.636|Beyond the Edge 
14.632|Fright Night 
14.63|Quills 
14.629|Two Many Chefs 
14.628|Mongol: The Rise of Genghis Khan 
14.627|Eisenstein in Guanajuato 
14.627|Day of the Dead 
14.627|The Quiet Man 
14.624|The Stepford Wives 
14.623|Tammy 
14.622|Breaking Surface 
14.618|My Brother's Wife 
14.615|Come Away 
14.615|All the Money in the World 
14.61|Silver Bullet 
14.609|Network 
14.607|Sobibor 
14.606|The Two Popes 
14.606|Nineteen Eighty-Four 
14.605|The Land Before Time XIV: Journey of the Brave 
14.605|The Body 
14.603|Booty Call 
14.599|Metallica: Through the Never 
14.596|Wild 
14.595|KSI: In Real Life 
14.595|Labor Day 
14.595|Game of Death II 
14.594|Contract Killer 
14.591|1987: When the Day Comes 
14.591|I Am Wrath 
14.591|Timecrimes 
14.589|[REC]² 
14.588|Phantom 
14.588|The Adventures of Baron Munchausen 
14.588|Splinter 
14.588|Chariots of Fire 
14.585|Mother's Day 
14.582|Leave 
14.582|Modori-gawa 
14.582|Digimon: The Movie 
14.581|The Night Comes for Us 
14.58|The Darkest Hour 
14.58|Boys Don't Cry 
14.577|The Occupant 
14.576|Hotel Artemis 
14.574|I Spit on Your Grave: Déjà Vu 
14.574|14 Blades 
14.572|Darlin' 
14.572|White Squall 
14.571|Youthful Older Sister 
14.571|Wicker Park 
14.57|Rock Dog 
14.569|Hercules in New York 
14.567|88 Minutes 
14.566|Outlaws 
14.565|Andhadhun 
14.565|Uncle Buck 
14.564|Kwaidan 
14.563|Hubie Halloween 
14.562|Scooby-Doo and the Ghoul School 
14.561|Sex, Shame and Tears 2 
14.561|Mystic Pizza 
14.558|High Lane 
14.555|Punch-Drunk Love 
14.554|Jingle Jangle: A Christmas Journey 
14.554|Push 
14.553|Rampant 
14.551|The One and Only Ivan 
14.55|Always Watching: A Marble Hornets Story 
14.55|Cry-Baby 
14.549|Blue Valentine 
14.548|Dragon Ball: The Magic Begins 
14.547|Arctic Predator 
14.546|The Last Picture Show 
14.542|Nice Sister-In-Law 2019 
14.542|Sleepaway Camp 
14.541|Mary Shelley 
14.54|Revenger 
14.54|A Moment to Remember 
14.54|Miracle on 34th Street 
14.539|Wonder Wheel 
14.537|Deep 
14.535|Respect 
14.535|Can't Buy My Love 
14.533|Body Double 
14.533|Jumanji 
14.53|Julia's Eyes 
14.527|Sofia the First: Once Upon a Princess 
14.526|The War of the Worlds 
14.525|Sniper 2 
14.525|Dragon Wars: D-War 
14.524|Only You 
14.524|Oliver Twist 
14.522|Pokémon: Giratina and the Sky Warrior 
14.522|Thomas and the Magic Railroad 
14.522|28 Days 
14.522|How Much Do You Love Me? 
14.52|Dog Pound 
14.519|Old Dogs 
14.519|The Last Starfighter 
14.518|SHOT DOWN IN MAY 
14.517|Furin, hentai, monmon chômon 
14.516|The House That Jack Built 
14.515|The Librarian: Quest for the Spear 
14.512|The Death of Stalin 
14.509|18 Year Old Virgin 
14.509|The Family Man 
14.509|Little Miss Sunshine 
14.507|The Boy Who Cried Werewolf 
14.504|Tenor 
14.504|Road House 
14.502|Lake Placid 3 
14.501|Daughters of Eve 
14.5|High Strung Free Dance 
14.498|Batman: Bad Blood 
14.498|War and Peace 
14.497|Trauma 
14.494|Heartbreakers 
14.493|Lake Mungo 
14.492|Pride and Glory 
14.491|Godzilla: Final Wars 
14.49|The Turning 
14.488|The Starling 
14.488|Gunfight at the O.K. Corral 
14.487|The New Guy 
14.487|The Long Goodbye 
14.487|Pink Flamingos 
14.484|Maigret 
14.483|The Taste of Married Women 
14.481|Beasts Clawing at Straws 
14.481|The Company of Wolves 
14.481|Congo 
14.48|The End? 
14.479|Suburbicon 
14.479|LOL 
14.479|A Chinese Torture Chamber Story 
14.479|A Frozen Flower 
14.478|Chato's Land 
14.476|The Red Shoes 
14.476|North Country 
14.472|The Birdcage 
14.47|Logistics 
14.469|Crows Zero II 
14.468|Wounds 
14.468|Stasis 
14.467|Love Tactics 
14.465|Incarnate 
14.462|Inside Llewyn Davis 
14.462|Invasion of the Body Snatchers 
14.461|Frantic 
14.459|Tornado Valley 
14.457|Merry Christmas, Drake & Josh 
14.457|King Kong Lives 
14.456|Darkness Falls 
14.455|Mutant Pumpkins from Outer Space 
14.453|Don't Make Me Go 
14.452|Bed Rest 
14.452|Funny Face 
14.449|Alcarràs 
14.448|Children of the Corn: Genesis 
14.445|She Dies Tomorrow 
14.445|Dead Snow 
14.443|Tasty Sex and Fairy 
14.44|The Blackout 
14.439|The Light Between Oceans 
14.436|Dark Water 
14.436|8MM 
14.435|The Hills Have Eyes Part II 
14.435|Them! 
14.434|Bleed for This 
14.433|An American Werewolf in Paris 
14.428|The Red Sea Diving Resort 
14.425|Super Bodyguard 
14.425|The Beautician and the Beast 
14.423|Marvel One-Shot: Agent Carter 
14.423|Naked Lunch 
14.422|Frenemies 
14.422|Logan's Run 
14.421|The Exorcism of Molly Hartley 
14.419|Fist of the North Star 
14.418|The Family 
14.417|Afro Samurai: Resurrection 
14.416|Four Christmases 
14.416|Encino Man 
14.413|Children of the Corn II: The Final Sacrifice 
14.413|Joint Security Area 
14.411|Twitches 
14.41|Porno 
14.41|Commando 2 -  The Black Money Trail 
14.409|Alice 
14.409|The Flowers of War 
14.406|The Dressmaker 
14.406|Alfie 
14.403|Sorcerer 
14.403|Conquest of the Planet of the Apes 
14.402|Peaceful Warrior 
14.399|The Night of the 12th 
14.398|David and Goliath 
14.397|Batman Unlimited: Mechs vs. Mutants 
14.395|The Smurfs: A Christmas Carol 
14.393|Cirque du Soleil: Worlds Away 
14.392|Che: Part One 
14.39|The Ewok Adventure 
14.388|Fun and Fancy Free 
14.385|Detective Conan: The Fourteenth Target 
14.385|Sister Act 
14.384|Marnie 
14.382|Godzilla vs. Mechagodzilla 
14.381|Reasonable Doubt 
14.381|The Treasure of the Sierra Madre 
14.38|Spy Game 
14.38|Eraserhead 
14.375|Happily N'Ever After 
14.372|Kajillionaire 
14.372|Purpose of Reunion 
14.372|Titanic 
14.371|The Legion 
14.369|El día de los albañiles 3 
14.367|Mayday Life 
14.367|Ratchet & Clank 
14.367|Three Days of the Condor 
14.364|The Infiltrator 
14.36|Young and Wild 
14.36|Dark Angel 
14.36|An American Tail 
14.359|Mother 
14.358|Shock Wave 
14.357|Suffragette 
14.357|Leviathan 
14.356|Better Nate Than Ever 
14.356|Drug War 
14.355|The Hot Spot 
14.354|Dangerous Beauty 
14.353|Jack Mimoun & the Secrets of Val Verde 
14.352|Sweet Whip 
14.35|Monster's Ball 
14.348|Rolling to You 
14.347|Irresistible 
14.346|Piranhaconda 
14.346|Winx Club: The Secret of the Lost Kingdom 
14.346|Space Chimps 
14.346|K-PAX 
14.341|The Unfamiliar 
14.34|Heidi 
14.34|Children of the Corn III: Urban Harvest 
14.338|Jane Eyre 
14.338|Elevator to the Gallows 
14.337|Don’t Leave Home 
14.336|Héroes de barrio 
14.336|Whitney 
14.335|The Secret of NIMH 
14.334|Brokedown Palace 
14.333|Black Angel 
14.333|Emma 
14.332|Senna 
14.332|Open Water 2: Adrift 
14.331|F/X2 
14.329|The Last Song 
14.329|Thunderbolt and Lightfoot 
14.328|Sonríe 
14.328|Barbie: A Perfect Christmas 
14.327|The Secret of the Magic Gourd 
14.326|The Collection 
14.324|Boy Erased 
14.324|The ABCs of Death 
14.322|The Incredible Burt Wonderstone 
14.322|Cool World 
14.32|Gambit 
14.32|Ring 2 
14.319|Barbie Video Game Hero 
14.319|All Dogs Go to Heaven 2 
14.319|Internal Affairs 
14.319|A River Runs Through It 
14.316|Happening 
14.316|Young Adult Matters 
14.315|The Good, the Bad, the Weird 
14.315|The Piano Teacher 
14.309|Creep 
14.308|Battle of Jangsari 
14.308|The Vast of Night 
14.307|Interstellar: Nolan's Odyssey 
14.304|The Best Years of Our Lives 
14.302|The Invisible Thread 
14.3|Kung Fu Panda Holiday 
14.299|Solomon Kane 
14.298|Joyland 
14.298|Afterlife of the Party 
14.296|Notorious 
14.294|My Student's Mom 
14.293|Jo Pil-ho: The Dawning Rage 
14.293|LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom! 
14.293|School Ties 
14.292|Temptation: Confessions of a Marriage Counselor 
14.292|Arctic Blast 
14.291|Emma 
14.289|100 Meters 
14.289|Hellraiser: Inferno 
14.289|Everything You Always Wanted to Know About Sex *But Were Afraid to Ask 
14.288|2010 
14.285|Hearts in Atlantis 
14.282|The Siege 
14.278|Explorer: The Deepest Cave 
14.278|The King of Comedy 
14.277|Ida Red 
14.277|Breakout 
14.275|Winnie the Pooh: A Valentine for You 
14.274|The Kid 
14.273|The Promise 
14.273|Hart's War 
14.272|U Turn 
14.271|Russia's Wild Tiger 
14.269|Girl 
14.269|The Teasers 
14.269|Barefoot Gen 
14.268|The Ghost Writer 
14.266|Acrimony 
14.266|Devil of Rape 
14.266|El Mariachi 
14.266|Along Came Polly 
14.263|Fukushima 50 
14.262|The Book Thief 
14.26|Roman J. Israel, Esq. 
14.259|Flags of Our Fathers 
14.257|Flower & Snake 3 
14.256|The Lost King 
14.255|Snow Buddies 
14.254|Twin Dragons 
14.253|Tesla 
14.253|Confidence 
14.251|Force of Execution 
14.25|The Land Before Time XII: The Great Day of the Flyers 
14.249|Dial M for Murder 
14.248|Our Friend 
14.245|Futureworld 
14.244|Marvin's Room 
14.24|Books of Blood 
14.24|Father Figures 
14.24|Girls Just Want to Have Fun 
14.235|Cruising 
14.234|Hairspray 
14.233|The Campaign 
14.231|Mommy 
14.231|The Water Diviner 
14.231|Wet Highway 
14.229|TEKKEN: A Man Called X 
14.227|A Good Man 
14.225|Marvel Studios Assembled: The Making of She-Hulk: Attorney at Law 
14.223|Phoenix Forgotten 
14.222|Dragon Quest: Your Story 
14.222|The Hitcher 
14.221|The Deep End of the Ocean 
14.221|Letters from Iwo Jima 
14.22|Analyze This 
14.219|Rampart 
14.218|JJ+E 
14.217|Muppets Most Wanted 
14.216|Shinnin Onna Kyoshi 
14.216|Collision Earth 
14.216|The Beast 
14.216|St. Elmo's Fire 
14.215|The Map of Tiny Perfect Things 
14.214|Hunter x Hunter: Phantom Rouge 
14.214|The Life and Passion of Jesus Christ 
14.213|Fame 
14.212|D.E.B.S. 
14.211|Jane Eyre 
14.207|Columbus 
14.206|Cats 
14.206|A Teacher 
14.206|Tooth Fairy 2 
14.205|My Lovely Angel 
14.204|Batman vs. Robin 
14.202|Oliver! 
14.201|Save the Last Dance 
14.2|Wet Woman in the Wind 
14.2|Ghost in the Shell Arise - Border 3: Ghost Tears 
14.2|The NeverEnding Story III 
14.199|Monster High: Escape from Skull Shores 
14.199|Sleepover 
14.199|My Best Fiend 
14.198|Up in the Air 
14.197|Rust Creek 
14.194|Red Cliff Part II 
14.193|Nightride 
14.191|Lesbian Vampire Killers 
14.191|Save the Last Dance 2 
14.19|Space Cowboys 
14.189|Fragtime 
14.188|Body of Evidence 
14.187|My Brother Loves Me Too Much 
14.186|Sexy Night Report n. 2 
14.185|A League of Their Own 
14.184|Delicatessen 
14.183|Inside Job 
14.183|Return to Oz 
14.182|Morning Glory 
14.18|The Recall 
14.18|Jessabelle 
14.175|Virtuosity 
14.174|Bad Cat 
14.173|Panfilov's 28 Men 
14.172|The Man from Earth 
14.171|How the West Was Won 
14.169|My Salinger Year 
14.169|Tom and Jerry Meet Sherlock Holmes 
14.169|The Magic Roundabout 
14.162|Detective Conan: Magician of the Silver Sky 
14.162|Rabid 
14.161|Jane Got a Gun 
14.159|Up Close & Personal 
14.158|Take Me Home Tonight 
14.157|Fearless Hyena 
14.156|Highlander II: The Quickening 
14.155|Billie Eilish: The World's a Little Blurry 
14.154|Stop Time 
14.153|The Reaping 
14.152|The Letters You Will Never Read 
14.152|That Thing You Do! 
14.149|Look Who's Back 
14.149|Knock Off 
14.146|Tell It to the Bees 
14.146|Barabbas 
14.145|Nightbreed 
14.143|Saint Maud 
14.14|Max 
14.139|Erax 
14.137|Ruby & Quentin 
14.137|The Last Castle 
14.136|The Woman in the Window 
14.135|Hell House LLC II: The Abaddon Hotel 
14.134|Old Henry 
14.132|Offline: Are You Ready for the Next Level? 
14.132|Stoker 
14.13|Crazy Mama 
14.126|Naruto: The Lost Story - Mission: Protect the Waterfall Village! 
14.126|El analfabeto 
14.125|The Electrical Life of Louis Wain 
14.125|I Could Never Be Your Woman 
14.124|Only Lovers Left Alive 
14.124|The Red Baron 
14.124|Mr. Brooks 
14.123|Paradise 
14.121|Paw Patrol: Ready, Race, Rescue! 
14.12|How to Train Your Dragon: Snoggletog Log 
14.119|Tag 
14.119|Until the End of the World 
14.115|Fire and Ice 
14.114|18 Year Old Seungha's Easy Piece of Cake 
14.114|The Boondock Saints 
14.112|Em Uma Noite Qualquer 
14.112|Urban Legend 
14.109|The Sin 
14.109|The Tale of Despereaux 
14.108|El mesero 
14.108|99 Homes 
14.107|Throne of Blood 
14.105|iBoy 
14.105|Firewall 
14.104|Rocco and His Brothers 
14.102|Race to Witch Mountain 
14.102|Visitor Q 
14.102|Hotel Rwanda 
14.097|Roma 
14.097|The Piano 
14.095|The Double 
14.093|A Merry Friggin' Christmas 
14.092|1492: Conquest of Paradise 
14.091|Martyr or Murderer 
14.091|The Do-Over 
14.091|Ladyhawke 
14.088|The Red Turtle 
14.087|Clockstoppers 
14.086|Exit Wounds 
14.084|The Void 
14.083|I Still See You 
14.083|The Spectacular Now 
14.083|Fate/stay night: Unlimited Blade Works 
14.082|The Imaginarium of Doctor Parnassus 
14.082|Je T'Aime, Je T'Aime 
14.081|Basic 
14.078|Nick and Norah's Infinite Playlist 
14.076|Life of Crime 
14.075|Torment 
14.073|Crazy About Her 
14.073|Fidelity 
14.072|Blade 
14.072|Whip It 
14.072|The Dark Crystal 
14.072|100 Girls 
14.071|Once Upon a Time in China III 
14.069|The Replacements 
14.068|Devil in the Lake 
14.068|The Traitor 
14.068|The Mechanic 
14.065|Colors 
14.063|Finding Michael 
14.063|10x10 
14.058|Here Comes the Boom 
14.055|Blind Fury 
14.053|Detective Conan: The Darkest Nightmare 
14.051|Gabriel's Inferno 
14.048|A Christmas Mystery 
14.048|Frances Ha 
14.047|Chasing Amy 
14.046|Accel World: Infinite Burst 
14.046|The Trial 
14.044|Asterix and the Vikings 
14.043|Redbad 
14.042|UFO 
14.042|Detective Dee and the Mystery of the Phantom Flame 
14.041|A Higher Law 
14.041|Dogtooth 
14.039|WarGames 
14.037|Ghost Dog: The Way of the Samurai 
14.036|Much Ado About Nothing 
14.036|Stop! Or My Mom Will Shoot 
14.035|Havoc 
14.035|The Order 
14.035|Michael 
14.034|The Dry 
14.033|The Furies 
14.033|Pitch Black 
14.032|Practical Magic 
14.03|Hot Rod 
14.028|Chasing Liberty 
14.027|Horsemen 
14.026|Assassination Classroom 
14.026|The Descendants 
14.026|Angel Heart 
14.025|V/H/S/94 
14.025|Tully 
14.023|The Ottoman Lieutenant 
14.021|Bionicle: The Legend Reborn 
14.019|Hellraiser: Revelations 
14.018|Fahrenheit 451 
14.017|The Wandering Earth - Special Edition: Beyond 2020 
14.017|The Final Wish 
14.017|Radio Flyer 
14.015|Last Knights 
14.014|Water Monster 2 
14.014|Middle Men 
14.013|Vico C: The Life of a Philosopher 
14.012|Needful Things 
14.011|Lone Wolf McQuade 
14.01|Bulbbul 
14.01|Hatari! 
14.008|Trespass 
14.008|Spun 
14.007|Double World 
14.005|Doraemon: Nobita and the Winged Braves 
14.004|The Wizard of Lies 
14.004|Little Shop of Horrors 
14.002|You Got Served 
14.001|Wishmaster 
13.999|On the Waterfront 
13.997|The First Time 
13.996|LEGO® Scooby-Doo! Blowout Beach Bash 
13.994|Brimstone 
13.994|Repossessed 
13.993|Rape Zombie: Lust of the Dead 4 
13.985|The Second Wife 
13.985|The Year of Living Dangerously 
13.985|Mutiny on the Bounty 
13.984|The Prince & Me 
13.983|Book of Love 
13.983|Monster High: Scaris City of Frights 
13.983|Ichi the Killer 
13.982|Anne of Green Gables 
13.98|The Happytime Murders 
13.979|The House by the Cemetery 
13.978|One Piece: Heart of Gold 
13.976|Extremely Loud & Incredibly Close 
13.975|Nicky Larson and the Cupid's Perfume 
13.975|Bride & Prejudice 
13.973|Escape Room 
13.972|Initiation 
13.972|The Saint 
13.972|Iron Man & Captain America: Heroes United 
13.971|Everyone is There 
13.969|Doraemon: Nobita and the Windmasters 
13.969|Embrace of the Vampire 
13.969|Psycho 
13.969|Scrooged 
13.968|A Prayer Before Dawn 
13.967|Saw 
13.964|Love, Lost & Found 
13.964|Zola 
13.964|Hysteria 
13.963|Our Little Sister 
13.963|After 
13.962|An American Crime 
13.961|Baphomet 
13.961|One Direction: This Is Us 
13.959|The Marriage App 
13.959|Gol Maal 
13.958|Astro Kid 
13.957|Zombie Fight Club 
13.957|One Piece Episode of Nami: Tears of a Navigator and the Bonds of Friends 
13.955|Dersu Uzala 
13.95|Still Alice 
13.949|The Double Life of Véronique 
13.947|Spy Hard 
13.946|Cockneys vs Zombies 
13.945|Ramona and Beezus 
13.944|2:22 
13.944|Nick of Time 
13.943|Little Lies 
13.941|The Limehouse Golem 
13.941|¡Three Amigos! 
13.941|Sweet November 
13.937|We Lost Our Human 
13.937|Pretty in Pink 
13.935|Remi, Nobody's Boy 
13.935|Good Morning, Vietnam 
13.935|Lock, Stock and Two Smoking Barrels 
13.934|7500 
13.932|The Seventh Sign 
13.93|Rushmore 
13.928|The Chinese Widow 
13.928|Jackie 
13.928|Tom and Jerry: Shiver Me Whiskers 
13.927|Flowers in the Attic 
13.927|xxxHOLiC The Movie: A Midsummer Night's Dream 
13.927|Teeth 
13.927|Rescue Dawn 
13.927|Irma la Douce 
13.926|The Last Days on Mars 
13.926|Royal Space Force - The Wings Of Honneamise 
13.924|Fast Times at Ridgemont High 
13.923|SPL: Kill Zone 
13.922|Brooklyn's Finest 
13.922|Shattered Glass 
13.922|Joe Versus the Volcano 
13.921|Stick It 
13.92|All My Life 
13.916|Brooklyn 
13.912|Sydney White 
13.911|Chabelo y Pepito detectives 
13.91|The Client 
13.909|Les Misérables 
13.908|Emily 
13.908|Danger Close: The Battle of Long Tan 
13.908|Flyboys 
13.904|The Nutcracker: The Untold Story 
13.903|Winnie the Pooh: A Very Merry Pooh Year 
13.9|Tom and Jerry's Giant Adventure 
13.899|Lustful Gisaeng 
13.899|Anomalisa 
13.899|Case Closed: Countdown to Heaven 
13.897|KanColle Movie 
13.897|Getaway 
13.896|They Call Me Trinity 
13.891|Drop Zone 
13.884|Patient Zero 
13.882|Big Time Adolescence 
13.882|Red Sun 
13.881|Unthinkable 
13.878|Tau 
13.878|Flesh and Fire 
13.877|Hot Bot 
13.875|爱欲狂潮 
13.874|Chapo: El Escape Del Siglo 
13.873|The River Wild 
13.872|Tehran Taboo 
13.871|Nine Lives 
13.869|Dhoom 2 
13.868|House of 1000 Corpses 
13.867|Love Wedding Repeat 
13.865|Welcome to the Sticks 
13.864|Squared Love 
13.862|Mohabbatein 
13.86|Found 
13.858|Persian Lessons 
13.858|Dragonslayer 
13.857|Oligosaccharide The Movie 
13.856|Hardball 
13.852|Super 
13.851|Scooby-Doo! and the Witch's Ghost 
13.848|Star Trek II: The Wrath of Khan 
13.846|3000 Miles to Graceland 
13.845|The Way Back 
13.845|One Million Years B.C. 
13.844|Girl with a Pearl Earring 
13.843|Nim's Island 
13.842|Swingers 
13.84|The Good Liar 
13.837|Desierto 
13.836|The Possession of Michael King 
13.835|Still Walking 
13.835|Mickey's Twice Upon a Christmas 
13.832|Vampire's Kiss 
13.829|Rye Lane 
13.829|Are You Here 
13.829|Running Scared 
13.826|The Great Gatsby 
13.825|My Babysitter's a Vampire 
13.825|Dead Heat 
13.822|Last Sentinel 
13.822|Futurama: Bender's Big Score 
13.821|Young Lady Chatterley 
13.819|Swamp Thing 
13.818|Loving 
13.816|The Little Vampire 
13.814|Another 48 Hrs. 
13.813|Glengarry Glen Ross 
13.813|One Missed Call 
13.812|Slaxx 
13.809|Goodbye Berlin 
13.809|Newsies 
13.809|27 Dresses 
13.809|Open Water 
13.808|Penelope 
13.804|Autumn in New York 
13.8|Think Like a Man Too 
13.8|Crayon Shin-chan: Action Mask vs. Leotard Devil 
13.8|Mad Dog and Glory 
13.8|The Private Lives of Pippa Lee 
13.799|The Kitchen 
13.799|About Schmidt 
13.798|Exodus from Afar 
13.794|Stargate: The Ark of Truth 
13.793|Howards End 
13.79|The To Do List 
13.789|Turbo Kid 
13.789|BloodRayne: The Third Reich 
13.788|Game of Love 
13.788|Failure to Launch 
13.787|Homeward Bound II: Lost in San Francisco 
13.785|Devil's Due 
13.784|Precious 
13.784|Center Stage 
13.783|Still Screaming: The Ultimate Scary Movie Retrospective 
13.777|Kill Chain 
13.777|Forsaken 
13.777|Devdas 
13.773|Becky 
13.772|The High Note 
13.772|Welcome Home Roscoe Jenkins 
13.77|Crystal Lake Memories: The Complete History of Friday the 13th 
13.768|Walk Hard: The Dewey Cox Story 
13.767|Nurse 3-D 
13.766|Psycho-Pass: Sinners of the System - Case.2 First Guardian 
13.763|A Tale of Legendary Libido 
13.763|The Dukes of Hazzard: The Beginning 
13.762|Interstate 60 
13.762|Farewell My Concubine 
13.761|Cristiano de la Secreta 
13.76|Mishima: A Life in Four Chapters 
13.759|The Professor 
13.758|Innocence 
13.758|Casanova 
13.756|Area 51 
13.755|Black Water 
13.755|Keep Watching 
13.753|The Client List 
13.751|Vampires 
13.748|Any Which Way You Can 
13.747|Tarzan 
13.747|The First Wives Club 
13.745|Murder in the First 
13.745|His Girl Friday 
13.744|The Wedding Date 
13.739|Look Who's Talking Too 
13.738|Tower Block 
13.734|The Proposition 
13.733|Love & Gelato 
13.733|New Order 
13.733|Bob Lazar: Area 51 and Flying Saucers 
13.733|The Quest 
13.732|The Night Parade 
13.731|The Laundromat 
13.729|Headshot 
13.728|Alpha Dog 
13.728|Synecdoche, New York 
13.727|Eden 
13.725|King of Thieves 
13.723|Trust No One: The Hunt for the Crypto King 
13.723|The Hidden Fortress 
13.722|The Hunger 
13.721|The Other Side of the Door 
13.72|Down Periscope 
13.717|A Model Kidnapping 
13.715|White Girl 
13.714|Criminal Activities 
13.712|The Beach House 
13.712|Careful What You Wish For 
13.711|Broken Idol: The Undoing of Diomedes Díaz 
13.711|The Summers of IT: Chapter Two 
13.71|Children of the Sea 
13.708|Love at Second Sight 
13.708|Mask 
13.706|Hounded 
13.706|Duplex 
13.705|Vampires vs. the Bronx 
13.703|Barb Wire 
13.703|The Dead Zone 
13.703|Ali 
13.702|Vertigo 
13.702|Assault on Precinct 13 
13.702|Hamburger Hill 
13.698|Marvel Studios: Assembling a Universe 
13.698|Diabolique 
13.698|8½ 
13.697|Memoirs of an Invisible Man 
13.695|It's Complicated 
13.693|Wild Things: Foursome 
13.693|Crying Freeman 
13.691|The Final Girls 
13.691|Whiteout 
13.691|Beethoven's 2nd 
13.688|The Mauritanian 
13.688|Frost/Nixon 
13.686|Jane Austen's Mafia! 
13.686|Tango & Cash 
13.685|Anything's Possible 
13.685|Secret Obsession 
13.685|The Water Man 
13.684|City Slickers 
13.683|The Day of the Jackal 
13.682|The Anomaly 
13.682|Gosford Park 
13.681|Journey to the West: Conquering the Demons 
13.677|Firefox 
13.676|Step Up: Year of the Dance 
13.674|Can You Ever Forgive Me? 
13.674|Mom and Dad 
13.674|Pay the Ghost 
13.672|The Butler 
13.672|The Howling: Reborn 
13.672|The Men Who Stare at Goats 
13.67|Ali G Indahouse 
13.668|Imperium 
13.668|Gentlemen Prefer Blondes 
13.667|The Eiger Sanction 
13.666|Assault on Precinct 13 
13.663|Deadwood: The Movie 
13.662|Spooks: The Greater Good 
13.661|Blood of Redemption 
13.661|The Longest Yard 
13.66|The Devil's Own 
13.655|The Darjeeling Limited 
13.653|Gaslight 
13.652|Passenger 57 
13.652|Who Finds a Friend Finds a Treasure 
13.65|McLintock! 
13.648|Confessions of a Dangerous Mind 
13.646|Exists 
13.646|Temple Grandin 
13.644|Runner Runner 
13.642|Muriel's Wedding 
13.64|McFarland, USA 
13.639|Goal! III : Taking On The World 
13.638|Steve Jobs 
13.637|Yes, God, Yes 
13.636|Golden Job 
13.635|A House on the Bayou 
13.634|Windfall 
13.634|The Pool 
13.632|Blood Simple 
13.628|Sr. 
13.627|The Lazarus Effect 
13.627|Ben 10: Destroy All Aliens 
13.626|The Postcard Killings 
13.623|Shark Attack 3: Megalodon 
13.623|Shall We Dance? 
13.622|Where Hands Touch 
13.62|Maps to the Stars 
13.62|The General's Daughter 
13.619|The Golden Child 
13.618|Carnage 
